"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENPP2",97.2714465406745,2.42006251997167,0.597146635000777,4.0527106377624,5.06276061784722e-05,0.00182131800513629
"EPB41L1",42.33575906878,2.08962913828839,0.71316400398874,2.93008217829427,0.00338872372998108,0.044679229349857
"EREG",16037.1396236965,3.79385511674717,0.654777728240502,5.79411142608943,6.86838481647961e-09,1.07133965034621e-06
"ETV3L",166.994325172182,2.68321742415316,0.798323331947285,3.3610660202154,0.000776422644367603,0.0153960237591737
"ETV7",177.986608301267,5.79969969783493,0.90544692037835,6.40534477207285,1.50029959703031e-10,3.57714289634799e-08
"EVI5",388.902866289272,-2.24102419157778,0.530734992989428,-4.22249186727814,2.41616119742024e-05,0.00101320930615437
"EXT1",262.538061312742,2.86824753222996,0.825893093919097,3.4729041244543,0.000514859241443358,0.0113364125853425
"F2RL2",51.5153735549958,-2.14987996791644,0.664563860206289,-3.23502389559536,0.0012163255080437,0.0213689186623677
"F3",2708.05208002144,3.80941094984728,0.575269673391386,6.62195684224003,3.54474562076078e-11,9.24403193914023e-09
"FAF1-AS1",13.0227536333048,-5.20079849058516,1.68861397387713,-3.07992150428787,0.00207055157290621,0.0314731382074724
"FAM117B",505.453544035635,-2.00567504085419,0.536954602304328,-3.73527861060672,0.000187507476506156,0.00519850462273711
"FAM153A",27.5609657946663,-3.27114136000085,0.949641567550948,-3.44460633545863,0.00057189163819492,0.0122057179558481
"FAM153B",21.5879059117117,-4.57657505406856,1.26664172217823,-3.61315672295894,0.000302491742124924,0.00759186041513531
"FAM157B",41.4526100139926,3.41969297562616,1.0428802439639,3.27908501040175,0.00104144258359253,0.018996368000174
"FAM157C",19.4116780043066,4.4655063669862,1.44552408726431,3.08919540416464,0.00200699388279288,0.0308157570412265
"FAM177B",813.133893200505,3.48356006960007,0.474257811940973,7.34528769350801,2.0531698997872e-13,8.99211865946522e-11
"FAM193B",77.1804170272921,-2.209880128989,0.644537212036083,-3.4286307876748,0.000606634168763515,0.0127424802719331
"FAM247A",88.5092708332141,6.36101316555415,1.06986028050195,5.94564849399746,2.75364488435125e-09,4.78732636664816e-07
"FAM247C",80.0353683531655,6.00353239004072,1.06995700824869,5.61100338028283,2.01156835280616e-08,2.77463436432519e-06
"FAM247D",28.9046139264753,6.38459056831964,1.48898355652752,4.28788520889326,1.80382264492903e-05,0.000796449733964694
"FAM89B",29.469912112947,-2.88703091966469,0.878840743197584,-3.28504446569067,0.00101966278224011,0.0187838541231649
"FAXDC2",96.0108615157688,2.32664462243278,0.582482078041389,3.99436259095934,6.48685282898644e-05,0.00220950150440375
"FBXO30",1313.96326463875,3.45793030624346,0.72161430016152,4.79193705760747,1.65178728190086e-06,0.000111162619898893
"FCRL1",197.752039994416,-2.47660865554505,0.523005266062054,-4.7353417188178,2.18686318799699e-06,0.000140203416555622
"FCRL2",27.6951830073446,-3.38991414686061,0.935987350204103,-3.62175209539039,0.000292614464807337,0.00739191003437137
"FCRLA",119.055351853916,-2.58281479723379,0.680368886468345,-3.79619769304951,0.000146932342789612,0.00422810482958383
"FERMT2",16.4226909686763,4.45858919238956,1.21726693606978,3.66278673992831,0.000249486236208729,0.00656717233051144
"FEZ1",626.973419177269,2.95462819606447,0.645309531607282,4.5786216557275,4.68049915217054e-06,0.000262139365267538
"FFAR2",222.014731647161,2.43093277092096,0.570141706193244,4.26373433922587,2.01038448916654e-05,0.000878359087020671
"FGGY-DT",48.0638899936695,3.89940770584989,0.887107886619475,4.39564089629444,1.10446395381086e-05,0.000537419923880563
"FLVCR2",430.841079568474,2.04560900459615,0.455383758110612,4.49205525705041,7.05391146970485e-06,0.00036675944682048
"FRMD7",24.8025137716468,4.92226355668263,1.15861021475225,4.24842064570886,2.15282877540984e-05,0.000928442177302072
"FTH1",61018.0601303296,2.15472436861808,0.411713769427147,5.23354944289606,1.66285499595081e-07,1.57687783422835e-05
"FTH1P1",3923.90166487096,2.17850222262484,0.407226857809514,5.34960349703621,8.81471399064745e-08,9.55308938337051e-06
"FTH1P10",8738.72743536985,2.13796847415176,0.410273078568384,5.21108643445977,1.87737953876617e-07,1.75047287720712e-05
"FTH1P11",23470.5595564741,2.07960443174195,0.411610797352076,5.05235636460511,4.36392510810947e-07,3.58604977116098e-05
"FTH1P12",4589.06885596286,2.18792490303312,0.420147723429275,5.20751340784409,1.91388012768811e-07,1.77459218506192e-05
"FTH1P15",1696.24602487986,2.13099342265827,0.41811875224805,5.09662245761715,3.45766928186227e-07,2.92648902434187e-05
"FTH1P2",39197.7008176166,2.01027719105529,0.400112169981924,5.0242840430125,5.05314039169623e-07,4.07424701146908e-05
"FTH1P20",22180.4150652707,2.05147923062999,0.406111654327464,5.05151528839357,4.38318845606255e-07,3.58604977116098e-05
"FTH1P21",105.394153690945,2.13607224716607,0.541251011978393,3.94654642650599,7.92865534252823e-05,0.00257449917639681
